frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
1732,7/10/17 19:28,19:28:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12180,5685,5685,9825,,,,,14505,15705,24600,22065,14505,15705,24600,22065,712,967,1151,1354,515,776,987,1212
1733,7/10/17 19:28,19:28:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12195,5700,5700,9840,,,,,14520,15720,24615,22080,14520,15720,24615,22080,712,967,1151,1354,515,776,987,1212
1734,7/10/17 19:28,19:28:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12210,5715,5715,9855,,,,,14535,15735,24630,22095,14535,15735,24630,22095,712,967,1151,1354,515,776,987,1212
1735,7/10/17 19:28,19:28:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12225,5730,5730,9870,,,,,14550,15750,24645,22110,14550,15750,24645,22110,712,967,1151,1354,515,776,987,1212
1736,7/10/17 19:29,19:29:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12240,5745,5745,9885,,,,,14565,15765,24660,22125,14565,15765,24660,22125,712,967,1151,1354,515,776,987,1212
1737,7/10/17 19:29,19:29:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12255,5760,5760,9900,,,,,14580,15780,24675,22140,14580,15780,24675,22140,712,967,1151,1354,515,776,987,1212
1738,7/10/17 19:29,19:29:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12270,5775,5775,9915,,,,,14595,15795,24690,22155,14595,15795,24690,22155,712,967,1151,1354,515,776,987,1212
1739,7/10/17 19:29,19:29:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12285,5790,5790,9930,,,,,14610,15810,24705,22170,14610,15810,24705,22170,712,967,1151,1354,515,776,987,1212
1740,7/10/17 19:30,19:30:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12300,5805,5805,9945,,,,,14625,15825,24720,22185,14625,15825,24720,22185,712,967,1151,1354,515,776,987,1212
1741,7/10/17 19:30,19:30:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12315,5820,5820,9960,,,,,14640,15840,24735,22200,14640,15840,24735,22200,712,967,1151,1360,515,776,987,1212
1742,7/10/17 19:30,19:30:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12330,5835,5835,9975,,,,,14655,15855,24750,22215,14655,15855,24750,22215,712,967,1151,1360,515,776,987,1212
1743,7/10/17 19:30,19:30:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12345,5850,5850,9990,,,,,14670,15870,24765,22230,14670,15870,24765,22230,712,967,1151,1360,515,776,987,1212
1744,7/10/17 19:31,19:31:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12360,5865,5865,10005,,,,,14685,15885,24780,22245,14685,15885,24780,22245,712,967,1151,1360,515,776,987,1212
1745,7/10/17 19:31,19:31:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12375,5880,5880,10020,,,,,14700,15900,24795,22260,14700,15900,24795,22260,712,967,1151,1360,515,776,987,1212
1746,7/10/17 19:31,19:31:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12390,5895,5895,10035,,,,,14715,15915,24810,22275,14715,15915,24810,22275,712,967,1151,1360,515,776,987,1212
1747,7/10/17 19:31,19:31:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12405,5910,5910,10050,,,,,14730,15930,24825,22290,14730,15930,24825,22290,712,967,1151,1360,515,776,987,1212
1748,7/10/17 19:32,19:32:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12420,5925,5925,10065,,,,,14745,15945,24840,22305,14745,15945,24840,22305,712,967,1151,1360,515,776,987,1212
1749,7/10/17 19:32,19:32:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12435,5940,5940,10080,,,,,14760,15960,24855,22320,14760,15960,24855,22320,712,967,1151,1360,515,776,987,1212
1750,7/10/17 19:32,19:32:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12450,5955,5955,10095,,,,,14775,15975,24870,22335,14775,15975,24870,22335,712,967,1151,1360,515,776,987,1212
1751,7/10/17 19:32,19:32:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12465,5970,5970,10110,,,,,14790,15990,24885,22350,14790,15990,24885,22350,712,967,1151,1360,515,776,987,1212
1752,7/10/17 19:33,19:33:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12480,5985,5985,10125,,,,,14805,16005,24900,22365,14805,16005,24900,22365,712,967,1151,1360,515,776,987,1212
1753,7/10/17 19:33,19:33:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12495,6000,6000,10140,,,,,14820,16020,24915,22380,14820,16020,24915,22380,712,967,1151,1360,515,776,987,1212
1754,7/10/17 19:33,19:33:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12510,6015,6015,10155,,,,,14835,16035,24930,22395,14835,16035,24930,22395,712,967,1151,1360,515,776,987,1212
1755,7/10/17 19:33,19:33:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12525,6030,6030,10170,,,,,14850,16050,24945,22410,14850,16050,24945,22410,712,967,1151,1360,515,776,987,1212
1756,7/10/17 19:34,19:34:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12540,6045,6045,10185,,,,,14865,16065,24960,22425,14865,16065,24960,22425,712,967,1151,1360,515,776,987,1212
1757,7/10/17 19:34,19:34:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12555,6060,6060,10200,,,,,14880,16080,24975,22440,14880,16080,24975,22440,712,967,1151,1360,515,776,987,1212
1758,7/10/17 19:34,19:34:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12570,6075,6075,10215,,,,,14895,16095,24990,22455,14895,16095,24990,22455,712,967,1151,1360,515,776,987,1212
1759,7/10/17 19:34,19:34:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12585,6090,6090,10230,,,,,14910,16110,25005,22470,14910,16110,25005,22470,712,967,1151,1360,515,776,987,1212
1760,7/10/17 19:35,19:35:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12600,6105,6105,10245,,,,,14925,16125,25020,22485,14925,16125,25020,22485,712,967,1151,1360,515,776,987,1212
1761,7/10/17 19:35,19:35:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12615,6120,6120,10260,,,,,14940,16140,25035,22500,14940,16140,25035,22500,712,967,1151,1360,515,776,987,1212
1762,7/10/17 19:35,19:35:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12630,6135,6135,10275,,,,,14955,16155,25050,22515,14955,16155,25050,22515,712,967,1151,1360,515,776,987,1212
1763,7/10/17 19:35,19:35:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12645,6150,6150,10290,,,,,14970,16170,25065,22530,14970,16170,25065,22530,712,967,1151,1360,515,776,987,1212
1764,7/10/17 19:36,19:36:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12660,6165,6165,10305,,,,,14985,16185,25080,22545,14985,16185,25080,22545,712,967,1151,1360,515,776,987,1212
1765,7/10/17 19:36,19:36:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12675,6180,6180,10320,,,,,15000,16200,25095,22560,15000,16200,25095,22560,712,967,1151,1360,515,776,987,1212
1766,7/10/17 19:36,19:36:30,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12690,6195,6195,10335,,,,,15015,16215,25110,22575,15015,16215,25110,22575,712,967,1151,1360,515,776,987,1212
1767,7/10/17 19:36,19:36:45,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12705,6210,6210,10350,,,,,15030,16230,25125,22590,15030,16230,25125,22590,712,967,1151,1360,515,776,987,1212
1768,7/10/17 19:37,19:37:00,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12720,6225,6225,10365,,,,,15045,16245,25140,22605,15045,16245,25140,22605,712,967,1151,1360,515,776,987,1212
1769,7/10/17 19:37,19:37:15,0,0,0,0,0,0,0,0,80.41%,81.28%,82.00%,80.00%,80.92%,19.08%,3.24,0.76,4,1,1,24,80.92%,19.08%,80.92%,80.92%,12735,6240,6240,10380,,,,,15060,16260,25155,22620,15060,16260,25155,22620,712,967,1151,1360,515,776,987,1212
1770,7/10/17 19:37,19:37:30,0,0,0,0,0,0,0,0,79.59%,81.28%,82.00%,80.00%,80.72%,19.28%,3.23,0.77,4,1,1,24,80.72%,19.28%,80.72%,80.72%,12750,6255,6255,10395,,,,,15075,16275,25170,22635,15075,16275,25170,22635,712,967,1151,1360,517,776,987,1212
1771,7/10/17 19:37,19:37:45,0,0,0,0,0,0,0,0,79.59%,81.28%,81.00%,80.00%,80.47%,19.53%,3.22,0.78,4,1,1,24,80.47%,19.53%,80.47%,80.47%,12765,6270,6270,10410,,,,,15090,16290,25185,22650,15090,16290,25185,22650,712,967,1151,1360,517,776,989,1212
1772,7/10/17 19:38,19:38:00,0,0,0,0,0,0,0,0,79.59%,81.28%,81.00%,80.00%,80.47%,19.53%,3.22,0.78,4,1,1,24,80.47%,19.53%,80.47%,80.47%,12780,6285,6285,10425,,,,,15105,16305,25200,22665,15105,16305,25200,22665,712,967,1151,1360,517,776,989,1212
1773,7/10/17 19:38,19:38:15,0,0,0,0,0,0,0,0,79.59%,80.43%,81.00%,80.00%,80.25%,19.75%,3.21,0.79,4,1,1,24,80.25%,19.75%,80.25%,80.25%,12795,6300,6300,10440,,,,,15120,16320,25215,22680,15120,16320,25215,22680,712,965,1151,1360,517,776,989,1212
1774,7/10/17 19:38,19:38:30,0,0,0,0,0,0,0,0,79.59%,80.43%,81.00%,80.00%,80.25%,19.75%,3.21,0.79,4,1,1,24,80.25%,19.75%,80.25%,80.25%,12810,6315,6315,10455,,,,,15135,16335,25230,22695,15135,16335,25230,22695,712,965,1151,1360,517,776,989,1212
1775,7/10/17 19:38,19:38:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12825,6330,6330,10470,,,,,15150,16350,25245,22710,15150,16350,25245,22710,712,965,1151,1360,517,776,987,1212
1776,7/10/17 19:39,19:39:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12840,6345,6345,10485,,,,,15165,16365,25260,22725,15165,16365,25260,22725,712,965,1151,1362,517,776,987,1212
1777,7/10/17 19:39,19:39:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12855,6360,6360,10500,,,,,15180,16380,25275,22740,15180,16380,25275,22740,712,965,1151,1362,517,776,987,1212
1778,7/10/17 19:39,19:39:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12870,6375,6375,10515,,,,,15195,16395,25290,22755,15195,16395,25290,22755,712,965,1151,1362,517,776,987,1212
1779,7/10/17 19:39,19:39:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12885,6390,6390,10530,,,,,15210,16410,25305,22770,15210,16410,25305,22770,712,965,1151,1362,517,776,987,1212
1780,7/10/17 19:40,19:40:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12900,6405,6405,10545,,,,,15225,16425,25320,22785,15225,16425,25320,22785,712,965,1151,1362,517,776,987,1212
1781,7/10/17 19:40,19:40:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12915,6420,6420,10560,,,,,15240,16440,25335,22800,15240,16440,25335,22800,712,965,1151,1362,517,776,987,1212
1782,7/10/17 19:40,19:40:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12930,6435,6435,10575,,,,,15255,16455,25350,22815,15255,16455,25350,22815,712,965,1151,1362,517,776,987,1212
1783,7/10/17 19:40,19:40:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12945,6450,6450,10590,,,,,15270,16470,25365,22830,15270,16470,25365,22830,712,965,1151,1362,517,776,987,1212
1784,7/10/17 19:41,19:41:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12960,6465,6465,10605,,,,,15285,16485,25380,22845,15285,16485,25380,22845,712,965,1151,1362,517,776,987,1212
1785,7/10/17 19:41,19:41:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12975,6480,6480,10620,,,,,15300,16500,25395,22860,15300,16500,25395,22860,712,965,1151,1362,517,776,987,1212
1786,7/10/17 19:41,19:41:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,12990,6495,6495,10635,,,,,15315,16515,25410,22875,15315,16515,25410,22875,712,965,1151,1362,517,776,987,1212
1787,7/10/17 19:41,19:41:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,81.25%,80.82%,19.18%,3.23,0.77,4,1,1,24,80.82%,19.18%,80.82%,80.82%,13005,6510,6510,10650,,,,,15330,16530,25425,22890,15330,16530,25425,22890,712,965,1151,1362,517,776,987,1210
1788,7/10/17 19:42,19:42:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,81.25%,80.82%,19.18%,3.23,0.77,4,1,1,24,80.82%,19.18%,80.82%,80.82%,13020,6525,6525,10665,,,,,15345,16545,25440,22905,15345,16545,25440,22905,712,965,1151,1362,517,776,987,1210
1789,7/10/17 19:42,19:42:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,81.25%,80.82%,19.18%,3.23,0.77,4,1,1,24,80.82%,19.18%,80.82%,80.82%,13035,6540,6540,10680,,,,,15360,16560,25455,22920,15360,16560,25455,22920,712,965,1151,1362,517,776,987,1210
1790,7/10/17 19:42,19:42:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,81.25%,80.82%,19.18%,3.23,0.77,4,1,1,24,80.82%,19.18%,80.82%,80.82%,13050,6555,6555,10695,,,,,15375,16575,25470,22935,15375,16575,25470,22935,712,965,1151,1362,517,776,987,1210
1791,7/10/17 19:42,19:42:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,81.25%,80.82%,19.18%,3.23,0.77,4,1,1,24,80.82%,19.18%,80.82%,80.82%,13065,6570,6570,10710,,,,,15390,16590,25485,22950,15390,16590,25485,22950,712,965,1151,1362,517,776,987,1210
1792,7/10/17 19:43,19:43:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13080,6585,6585,10725,,,,,15405,16605,25500,22965,15405,16605,25500,22965,712,965,1151,1362,517,776,987,1212
1793,7/10/17 19:43,19:43:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13095,6600,6600,10740,,,,,15420,16620,25515,22980,15420,16620,25515,22980,712,965,1151,1362,517,776,987,1212
1794,7/10/17 19:43,19:43:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13110,6615,6615,10755,,,,,15435,16635,25530,22995,15435,16635,25530,22995,712,965,1151,1362,517,776,987,1212
1795,7/10/17 19:43,19:43:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13125,6630,6630,10770,,,,,15450,16650,25545,23010,15450,16650,25545,23010,712,965,1151,1362,517,776,987,1212
1796,7/10/17 19:44,19:44:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13140,6645,6645,10785,,,,,15465,16665,25560,23025,15465,16665,25560,23025,712,965,1151,1362,517,776,987,1212
1797,7/10/17 19:44,19:44:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13155,6660,6660,10800,,,,,15480,16680,25575,23040,15480,16680,25575,23040,712,965,1151,1362,517,776,987,1212
1798,7/10/17 19:44,19:44:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13170,6675,6675,10815,,,,,15495,16695,25590,23055,15495,16695,25590,23055,712,965,1151,1362,517,776,987,1212
1799,7/10/17 19:44,19:44:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13185,6690,6690,10830,,,,,15510,16710,25605,23070,15510,16710,25605,23070,712,965,1151,1362,517,776,987,1212
1800,7/10/17 19:45,19:45:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13200,6705,6705,10845,,,,,15525,16725,25620,23085,15525,16725,25620,23085,712,965,1151,1362,517,776,987,1212
1801,7/10/17 19:45,19:45:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13215,6720,6720,10860,,,,,15540,16740,25635,23100,15540,16740,25635,23100,712,965,1151,1362,517,776,987,1212
1802,7/10/17 19:45,19:45:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13230,6735,6735,10875,,,,,15555,16755,25650,23115,15555,16755,25650,23115,712,965,1151,1362,517,776,987,1212
1803,7/10/17 19:45,19:45:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13245,6750,6750,10890,,,,,15570,16770,25665,23130,15570,16770,25665,23130,712,965,1151,1362,517,776,987,1212
1804,7/10/17 19:46,19:46:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13260,6765,6765,10905,,,,,15585,16785,25680,23145,15585,16785,25680,23145,712,965,1151,1362,517,776,987,1212
1805,7/10/17 19:46,19:46:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13275,6780,6780,10920,,,,,15600,16800,25695,23160,15600,16800,25695,23160,712,965,1151,1362,517,776,987,1212
1806,7/10/17 19:46,19:46:30,0,0,0,0,0,0,0,0,79.59%,80.43%,83.00%,80.00%,80.75%,19.25%,3.23,0.77,4,1,1,24,80.75%,19.25%,80.75%,80.75%,13290,6795,6795,10935,,,,,15615,16815,25710,23175,15615,16815,25710,23175,712,965,1151,1362,517,776,985,1212
1807,7/10/17 19:46,19:46:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13305,6810,6810,10950,,,,,15630,16830,25725,23190,15630,16830,25725,23190,712,965,1151,1362,517,776,987,1212
1808,7/10/17 19:47,19:47:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13320,6825,6825,10965,,,,,15645,16845,25740,23205,15645,16845,25740,23205,712,965,1151,1362,517,776,987,1212
1809,7/10/17 19:47,19:47:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13335,6840,6840,10980,,,,,15660,16860,25755,23220,15660,16860,25755,23220,712,965,1151,1362,517,776,987,1212
1810,7/10/17 19:47,19:47:30,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13350,6855,6855,10995,,,,,15675,16875,25770,23235,15675,16875,25770,23235,712,965,1151,1362,517,776,987,1212
1811,7/10/17 19:47,19:47:45,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13365,6870,6870,11010,,,,,15690,16890,25785,23250,15690,16890,25785,23250,712,965,1151,1362,517,776,987,1212
1812,7/10/17 19:48,19:48:00,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13380,6885,6885,11025,,,,,15705,16905,25800,23265,15705,16905,25800,23265,712,965,1151,1362,517,776,987,1212
1813,7/10/17 19:48,19:48:15,0,0,0,0,0,0,0,0,79.59%,80.43%,82.00%,80.00%,80.50%,19.50%,3.22,0.78,4,1,1,24,80.50%,19.50%,80.50%,80.50%,13395,6900,6900,11040,,,,,15720,16920,25815,23280,15720,16920,25815,23280,712,965,1151,1362,517,776,987,1212
1814,7/10/17 19:48,19:48:30,0,0,0,0,0,0,0,0,78.78%,80.43%,82.00%,80.00%,80.30%,19.70%,3.21,0.79,4,1,1,24,80.30%,19.70%,80.30%,80.30%,13410,6915,6915,11055,,,,,15735,16935,25830,23295,15735,16935,25830,23295,710,965,1151,1362,517,776,987,1212
