frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
2038,7/10/17 20:44,20:44:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16770,10275,10275,14415,,,,,19095,20295,29190,26655,19095,20295,29190,26655,714,809,1151,1357,515,689,979,1214
2039,7/10/17 20:44,20:44:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16785,10290,10290,14430,,,,,19110,20310,29205,26670,19110,20310,29205,26670,714,809,1151,1357,515,689,979,1214
2040,7/10/17 20:45,20:45:00,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16800,10305,10305,14445,,,,,19125,20325,29220,26685,19125,20325,29220,26685,714,809,1151,1359,515,689,979,1214
2041,7/10/17 20:45,20:45:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16815,10320,10320,14460,,,,,19140,20340,29235,26700,19140,20340,29235,26700,714,809,1151,1359,515,689,979,1214
2042,7/10/17 20:45,20:45:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16830,10335,10335,14475,,,,,19155,20355,29250,26715,19155,20355,29250,26715,714,809,1151,1359,515,689,979,1214
2043,7/10/17 20:45,20:45:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16845,10350,10350,14490,,,,,19170,20370,29265,26730,19170,20370,29265,26730,714,809,1151,1359,515,689,979,1214
2044,7/10/17 20:46,20:46:00,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16860,10365,10365,14505,,,,,19185,20385,29280,26745,19185,20385,29280,26745,714,809,1151,1359,515,689,979,1214
2045,7/10/17 20:46,20:46:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16875,10380,10380,14520,,,,,19200,20400,29295,26760,19200,20400,29295,26760,714,809,1151,1359,515,689,979,1214
2046,7/10/17 20:46,20:46:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16890,10395,10395,14535,,,,,19215,20415,29310,26775,19215,20415,29310,26775,714,809,1151,1359,515,689,979,1214
2047,7/10/17 20:46,20:46:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16905,10410,10410,14550,,,,,19230,20430,29325,26790,19230,20430,29325,26790,714,809,1151,1359,515,689,979,1214
2048,7/10/17 20:47,20:47:00,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16920,10425,10425,14565,,,,,19245,20445,29340,26805,19245,20445,29340,26805,714,809,1151,1359,515,689,979,1214
2049,7/10/17 20:47,20:47:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16935,10440,10440,14580,,,,,19260,20460,29355,26820,19260,20460,29355,26820,714,809,1151,1359,515,689,979,1214
2050,7/10/17 20:47,20:47:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16950,10455,10455,14595,,,,,19275,20475,29370,26835,19275,20475,29370,26835,714,809,1151,1359,515,689,979,1214
2051,7/10/17 20:47,20:47:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.75%,72.98%,27.02%,2.92,1.08,4,1,1,24,72.98%,27.02%,72.98%,72.98%,16965,10470,10470,14610,,,,,19290,20490,29385,26850,19290,20490,29385,26850,714,809,1151,1359,515,689,979,1214
2052,7/10/17 20:48,20:48:00,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,80.00%,73.29%,26.71%,2.93,1.07,4,1,1,24,73.29%,26.71%,73.29%,73.29%,16980,10485,10485,14625,,,,,19305,20505,29400,26865,19305,20505,29400,26865,714,809,1151,1357,515,689,979,1212
2053,7/10/17 20:48,20:48:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,80.00%,73.29%,26.71%,2.93,1.07,4,1,1,24,73.29%,26.71%,73.29%,73.29%,16995,10500,10500,14640,,,,,19320,20520,29415,26880,19320,20520,29415,26880,714,809,1151,1357,515,689,979,1212
2054,7/10/17 20:48,20:48:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,80.00%,73.29%,26.71%,2.93,1.07,4,1,1,24,73.29%,26.71%,73.29%,73.29%,17010,10515,10515,14655,,,,,19335,20535,29430,26895,19335,20535,29430,26895,714,809,1151,1357,515,689,979,1212
2055,7/10/17 20:48,20:48:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,80.00%,73.29%,26.71%,2.93,1.07,4,1,1,24,73.29%,26.71%,73.29%,73.29%,17025,10530,10530,14670,,,,,19350,20550,29445,26910,19350,20550,29445,26910,714,809,1151,1357,515,689,979,1212
2056,7/10/17 20:49,20:49:00,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17040,10545,10545,14685,,,,,19365,20565,29460,26925,19365,20565,29460,26925,714,809,1151,1357,515,689,979,1215
2057,7/10/17 20:49,20:49:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17055,10560,10560,14700,,,,,19380,20580,29475,26940,19380,20580,29475,26940,714,809,1151,1357,515,689,979,1215
2058,7/10/17 20:49,20:49:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17070,10575,10575,14715,,,,,19395,20595,29490,26955,19395,20595,29490,26955,714,809,1151,1357,515,689,979,1215
2059,7/10/17 20:49,20:49:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17085,10590,10590,14730,,,,,19410,20610,29505,26970,19410,20610,29505,26970,714,809,1151,1357,515,689,979,1215
2060,7/10/17 20:50,20:50:00,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17100,10605,10605,14745,,,,,19425,20625,29520,26985,19425,20625,29520,26985,714,809,1151,1357,515,689,979,1215
2061,7/10/17 20:50,20:50:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17115,10620,10620,14760,,,,,19440,20640,29535,27000,19440,20640,29535,27000,714,809,1151,1357,515,689,979,1215
2062,7/10/17 20:50,20:50:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17130,10635,10635,14775,,,,,19455,20655,29550,27015,19455,20655,29550,27015,714,809,1151,1357,515,689,979,1215
2063,7/10/17 20:50,20:50:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17145,10650,10650,14790,,,,,19470,20670,29565,27030,19470,20670,29565,27030,714,809,1151,1357,515,689,979,1215
2064,7/10/17 20:51,20:51:00,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,78.13%,73.07%,26.93%,2.92,1.08,4,1,1,24,73.07%,26.93%,73.07%,73.07%,17160,10665,10665,14805,,,,,19485,20685,29580,27045,19485,20685,29580,27045,714,809,1153,1357,515,689,979,1215
2065,7/10/17 20:51,20:51:15,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,78.13%,73.07%,26.93%,2.92,1.08,4,1,1,24,73.07%,26.93%,73.07%,73.07%,17175,10680,10680,14820,,,,,19500,20700,29595,27060,19500,20700,29595,27060,714,809,1153,1357,515,689,979,1215
2066,7/10/17 20:51,20:51:30,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,78.13%,72.82%,27.18%,2.91,1.09,4,1,1,24,72.82%,27.18%,72.82%,72.82%,17190,10695,10695,14835,,,,,19515,20715,29610,27075,19515,20715,29610,27075,714,809,1151,1357,515,689,979,1215
2067,7/10/17 20:51,20:51:45,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,80.00%,73.29%,26.71%,2.93,1.07,4,1,1,24,73.29%,26.71%,73.29%,73.29%,17205,10710,10710,14850,,,,,19530,20730,29625,27090,19530,20730,29625,27090,714,809,1151,1357,515,689,979,1212
2068,7/10/17 20:52,20:52:00,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17220,10725,10725,14865,,,,,19545,20745,29640,27105,19545,20745,29640,27105,714,809,1153,1357,515,689,979,1212
2069,7/10/17 20:52,20:52:15,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17235,10740,10740,14880,,,,,19560,20760,29655,27120,19560,20760,29655,27120,714,809,1153,1357,515,689,979,1212
2070,7/10/17 20:52,20:52:30,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17250,10755,10755,14895,,,,,19575,20775,29670,27135,19575,20775,29670,27135,714,809,1153,1357,515,689,979,1212
2071,7/10/17 20:52,20:52:45,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17265,10770,10770,14910,,,,,19590,20790,29685,27150,19590,20790,29685,27150,714,809,1153,1357,515,689,979,1212
2072,7/10/17 20:53,20:53:00,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17280,10785,10785,14925,,,,,19605,20805,29700,27165,19605,20805,29700,27165,714,809,1153,1357,515,689,979,1212
2073,7/10/17 20:53,20:53:15,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17295,10800,10800,14940,,,,,19620,20820,29715,27180,19620,20820,29715,27180,714,809,1153,1357,515,689,979,1212
2074,7/10/17 20:53,20:53:30,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17310,10815,10815,14955,,,,,19635,20835,29730,27195,19635,20835,29730,27195,714,809,1153,1357,515,689,979,1212
2075,7/10/17 20:53,20:53:45,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17325,10830,10830,14970,,,,,19650,20850,29745,27210,19650,20850,29745,27210,714,809,1153,1357,515,692,979,1212
2076,7/10/17 20:54,20:54:00,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17340,10845,10845,14985,,,,,19665,20865,29760,27225,19665,20865,29760,27225,714,809,1153,1357,515,693,979,1212
2077,7/10/17 20:54,20:54:15,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17355,10860,10860,15000,,,,,19680,20880,29775,27240,19680,20880,29775,27240,714,809,1153,1357,515,693,979,1212
2078,7/10/17 20:54,20:54:30,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17370,10875,10875,15015,,,,,19695,20895,29790,27255,19695,20895,29790,27255,714,809,1153,1357,515,693,979,1212
2079,7/10/17 20:54,20:54:45,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17385,10890,10890,15030,,,,,19710,20910,29805,27270,19710,20910,29805,27270,714,809,1153,1357,515,693,979,1212
2080,7/10/17 20:55,20:55:00,0,0,0,0,0,0,0,0,100.00%,27.66%,86.50%,80.00%,73.54%,26.46%,2.94,1.06,4,1,1,24,73.54%,26.46%,73.54%,73.54%,17400,10905,10905,15045,,,,,19725,20925,29820,27285,19725,20925,29820,27285,714,809,1153,1357,515,693,979,1212
2081,7/10/17 20:55,20:55:15,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17415,10920,10920,15060,,,,,19740,20940,29835,27300,19740,20940,29835,27300,714,812,1153,1357,515,693,979,1207
2082,7/10/17 20:55,20:55:30,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17430,10935,10935,15075,,,,,19755,20955,29850,27315,19755,20955,29850,27315,714,812,1153,1357,515,693,979,1207
2083,7/10/17 20:55,20:55:45,0,0,0,0,0,0,0,0,100.00%,29.36%,85.50%,83.13%,74.50%,25.50%,2.98,1.02,4,1,1,24,74.50%,25.50%,74.50%,74.50%,17445,10950,10950,15090,,,,,19770,20970,29865,27330,19770,20970,29865,27330,714,812,1151,1357,515,693,978,1207
2084,7/10/17 20:56,20:56:00,0,0,0,0,0,0,0,0,100.00%,29.36%,85.50%,83.13%,74.50%,25.50%,2.98,1.02,4,1,1,24,74.50%,25.50%,74.50%,74.50%,17460,10965,10965,15105,,,,,19785,20985,29880,27345,19785,20985,29880,27345,714,812,1151,1357,515,693,978,1207
2085,7/10/17 20:56,20:56:15,0,0,0,0,0,0,0,0,100.00%,29.36%,85.50%,83.13%,74.50%,25.50%,2.98,1.02,4,1,1,24,74.50%,25.50%,74.50%,74.50%,17475,10980,10980,15120,,,,,19800,21000,29895,27360,19800,21000,29895,27360,714,812,1151,1357,515,693,978,1207
2086,7/10/17 20:56,20:56:30,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17490,10995,10995,15135,,,,,19815,21015,29910,27375,19815,21015,29910,27375,714,812,1153,1357,515,693,979,1207
2087,7/10/17 20:56,20:56:45,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17505,11010,11010,15150,,,,,19830,21030,29925,27390,19830,21030,29925,27390,714,812,1153,1357,515,693,979,1207
2088,7/10/17 20:57,20:57:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17520,11025,11025,15165,,,,,19845,21045,29940,27405,19845,21045,29940,27405,714,812,1151,1357,515,693,979,1207
2089,7/10/17 20:57,20:57:15,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17535,11040,11040,15180,,,,,19860,21060,29955,27420,19860,21060,29955,27420,714,812,1153,1357,515,693,979,1207
2090,7/10/17 20:57,20:57:30,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17550,11055,11055,15195,,,,,19875,21075,29970,27435,19875,21075,29970,27435,714,812,1153,1357,515,693,979,1207
2091,7/10/17 20:57,20:57:45,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17565,11070,11070,15210,,,,,19890,21090,29985,27450,19890,21090,29985,27450,714,812,1153,1357,515,693,979,1207
2092,7/10/17 20:58,20:58:00,0,0,0,0,0,0,0,0,100.00%,29.36%,86.50%,83.13%,74.75%,25.25%,2.99,1.01,4,1,1,24,74.75%,25.25%,74.75%,74.75%,17580,11085,11085,15225,,,,,19905,21105,30000,27465,19905,21105,30000,27465,714,812,1153,1357,515,693,978,1207
2093,7/10/17 20:58,20:58:15,0,0,0,0,0,0,0,0,100.00%,27.66%,85.50%,83.13%,74.07%,25.93%,2.96,1.04,4,1,1,24,74.07%,25.93%,74.07%,74.07%,17595,11100,11100,15240,,,,,19920,21120,30015,27480,19920,21120,30015,27480,714,809,1151,1357,515,693,979,1207
2094,7/10/17 20:58,20:58:30,0,0,0,0,0,0,0,0,100.00%,28.94%,86.50%,83.13%,74.64%,25.36%,2.99,1.01,4,1,1,24,74.64%,25.36%,74.64%,74.64%,17610,11115,11115,15255,,,,,19935,21135,30030,27495,19935,21135,30030,27495,714,812,1153,1357,515,693,979,1207
2095,7/10/17 20:58,20:58:45,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17625,11130,11130,15270,,,,,19950,21150,30045,27510,19950,21150,30045,27510,714,812,1151,1357,515,693,979,1207
2096,7/10/17 20:59,20:59:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17640,11145,11145,15285,,,,,19965,21165,30060,27525,19965,21165,30060,27525,715,812,1151,1357,515,693,979,1207
2097,7/10/17 20:59,20:59:15,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17655,11160,11160,15300,,,,,19980,21180,30075,27540,19980,21180,30075,27540,714,812,1151,1357,515,693,979,1207
2098,7/10/17 20:59,20:59:30,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17670,11175,11175,15315,,,,,19995,21195,30090,27555,19995,21195,30090,27555,714,812,1151,1357,515,693,979,1207
2099,7/10/17 20:59,20:59:45,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17685,11190,11190,15330,,,,,20010,21210,30105,27570,20010,21210,30105,27570,714,812,1151,1357,515,693,979,1207
2100,7/10/17 21:00,21:00:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17700,11205,11205,15345,,,,,20025,21225,30120,27585,20025,21225,30120,27585,714,812,1151,1357,515,693,979,1207
2101,7/10/17 21:00,21:00:15,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17715,11220,11220,15360,,,,,20040,21240,30135,27600,20040,21240,30135,27600,714,812,1151,1357,515,693,979,1207
2102,7/10/17 21:00,21:00:30,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17730,11235,11235,15375,,,,,20055,21255,30150,27615,20055,21255,30150,27615,714,812,1151,1357,515,693,979,1207
2103,7/10/17 21:00,21:00:45,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17745,11250,11250,15390,,,,,20070,21270,30165,27630,20070,21270,30165,27630,714,812,1151,1357,515,693,979,1207
2104,7/10/17 21:01,21:01:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17760,11265,11265,15405,,,,,20085,21285,30180,27645,20085,21285,30180,27645,714,812,1151,1357,515,693,979,1207
2105,7/10/17 21:01,21:01:15,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17775,11280,11280,15420,,,,,20100,21300,30195,27660,20100,21300,30195,27660,714,812,1151,1357,515,693,979,1207
2106,7/10/17 21:01,21:01:30,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17790,11295,11295,15435,,,,,20115,21315,30210,27675,20115,21315,30210,27675,714,812,1151,1357,515,693,979,1207
2107,7/10/17 21:01,21:01:45,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17805,11310,11310,15450,,,,,20130,21330,30225,27690,20130,21330,30225,27690,715,812,1151,1357,515,693,979,1207
2108,7/10/17 21:02,21:02:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17820,11325,11325,15465,,,,,20145,21345,30240,27705,20145,21345,30240,27705,715,812,1151,1357,515,693,979,1207
2109,7/10/17 21:02,21:02:15,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17835,11340,11340,15480,,,,,20160,21360,30255,27720,20160,21360,30255,27720,715,812,1151,1357,515,693,979,1207
2110,7/10/17 21:02,21:02:30,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17850,11355,11355,15495,,,,,20175,21375,30270,27735,20175,21375,30270,27735,715,812,1151,1357,515,693,979,1207
2111,7/10/17 21:02,21:02:45,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17865,11370,11370,15510,,,,,20190,21390,30285,27750,20190,21390,30285,27750,715,812,1151,1357,515,693,979,1207
2112,7/10/17 21:03,21:03:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17880,11385,11385,15525,,,,,20205,21405,30300,27765,20205,21405,30300,27765,715,812,1151,1357,515,693,979,1207
2113,7/10/17 21:03,21:03:15,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17895,11400,11400,15540,,,,,20220,21420,30315,27780,20220,21420,30315,27780,715,812,1151,1357,515,693,979,1207
2114,7/10/17 21:03,21:03:30,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17910,11415,11415,15555,,,,,20235,21435,30330,27795,20235,21435,30330,27795,715,812,1151,1357,515,693,979,1207
2115,7/10/17 21:03,21:03:45,0,0,0,0,0,0,0,0,100.00%,28.94%,100.00%,45.63%,68.64%,31.36%,2.75,1.25,4,1,1,24,68.64%,31.36%,68.64%,68.64%,17925,11430,11430,15570,,,,,20250,21450,30345,27810,20250,21450,30345,27810,715,812,1151,1253,515,693,979,1137
2116,7/10/17 21:04,21:04:00,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17940,11445,11445,15585,,,,,20265,21465,30360,27825,20265,21465,30360,27825,715,812,1151,1357,515,693,979,1207
2117,7/10/17 21:04,21:04:15,0,0,0,0,0,0,0,0,100.00%,28.94%,85.50%,83.13%,74.39%,25.61%,2.98,1.02,4,1,1,24,74.39%,25.61%,74.39%,74.39%,17955,11460,11460,15600,,,,,20280,21480,30375,27840,20280,21480,30375,27840,715,812,1151,1357,515,693,979,1207
2118,7/10/17 21:04,21:04:30,0,0,0,0,0,0,0,0,100.00%,86.81%,85.50%,83.13%,88.86%,11.14%,3.55,0.45,4,1,1,24,88.86%,11.14%,88.86%,88.86%,17970,11475,11475,15615,,,,,20295,21495,30390,27855,20295,21495,30390,27855,715,948,1151,1357,515,693,979,1207
2119,7/10/17 21:04,21:04:45,0,0,0,0,0,0,0,0,100.00%,85.96%,85.50%,83.13%,88.65%,11.35%,3.55,0.45,4,1,1,24,88.65%,11.35%,88.65%,88.65%,17985,11490,11490,15630,,,,,20310,21510,30405,27870,20310,21510,30405,27870,715,946,1151,1357,515,693,979,1207
2120,7/10/17 21:05,21:05:00,0,0,0,0,0,0,0,0,100.00%,86.81%,85.50%,83.13%,88.86%,11.14%,3.55,0.45,4,1,1,24,88.86%,11.14%,88.86%,88.86%,18000,11505,11505,15645,,,,,20325,21525,30420,27885,20325,21525,30420,27885,715,948,1151,1357,515,693,979,1207
